what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891950142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891952825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331891954153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331891954899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891956127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891957544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331891958361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891959367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891960336
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331891961262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891961621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891967667
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331891969329
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331891977112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1331891979057
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1331891980680
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331891981192
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1331891981359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1331891982656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331891986731
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1331891988349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331891988698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892047654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892049532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892051522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892052228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892053166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331892054228
